Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,gene (exp),instrument_name (run),Instrument,Library Name,library_strategy (exp),LibraryLayout,LibrarySelection,LibrarySource,material_type (exp),Organism,Platform,project (exp),project (run),region (run),ReleaseDate,run_barcode (run),run_name (run),Sample Name,screened (run),SRA Study,work_request (exp),work_request (run),geographic_location_(country_and/or_sea,region),gssr_id (exp),gssr_id (run),isolation_source,lsid (exp),lsid (run),sample_name,strain,Collection_Date,specific_host,sample_type (exp),gssr_ids (exp),gssr_ids (run)
SRR578410,AMPLICON,556,1699094,PRJNA82111,SAMN01737597,3840770,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190622,16S V3-V5 region,pop,454 GS FLX Titanium,99009257,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8156,G8156,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7621,yes,SRP015953,23265,23265,missing,68776.1,68776.1,missing,BROAD:SEQUENCING_SAMPLE:68776.1,BROAD:SEQUENCING_SAMPLE:68776.1,7621,missing,,,,,,
SRR578411,AMPLICON,529,4274771,PRJNA82111,SAMN01737521,9829330,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190529,16S V3-V5 region,pop,454 GS FLX Titanium,99443824,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8222,G8222,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7021,yes,SRP015953,23468,23468,missing,71080.1,71080.1,missing,BROAD:SEQUENCING_SAMPLE:71080.1,BROAD:SEQUENCING_SAMPLE:71080.1,7021,missing,,,,,,
SRR578412,AMPLICON,528,2817314,PRJNA82111,SAMN01737410,6479788,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190653,16S V3-V5 region,pop,454 GS FLX Titanium,99443140,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8267,G8267,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7225,yes,SRP015953,23468,23468,missing,71125.1,71125.1,missing,BROAD:SEQUENCING_SAMPLE:71125.1,BROAD:SEQUENCING_SAMPLE:71125.1,7225,missing,,,,,,
SRR578413,AMPLICON,591,3261173,PRJNA82111,SAMN01737518,7226850,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190612,16S V3-V5 region,pop,454 GS FLX Titanium,97797886,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8019,G8019,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100099,yes,SRP015953,23264,23264,missing,68639.1,68639.1,missing,BROAD:SEQUENCING_SAMPLE:68639.1,BROAD:SEQUENCING_SAMPLE:68639.1,100099,missing,,,,,,
SRR578414,AMPLICON,504,873178,PRJNA82111,SAMN01737494,2057426,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190523,16S V3-V5 region,pop,454 GS FLX Titanium,99009267,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8153,G8153,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7610,yes,SRP015953,23265,23265,missing,68773.1,68773.1,missing,BROAD:SEQUENCING_SAMPLE:68773.1,BROAD:SEQUENCING_SAMPLE:68773.1,7610,missing,,,,,,
SRR578415,AMPLICON,591,2970472,PRJNA82111,SAMN01737499,6570058,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190616,16S V3-V5 region,pop,454 GS FLX Titanium,97797867,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8035,G8035,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100144,yes,SRP015953,23264,23264,missing,68655.1,68655.1,missing,BROAD:SEQUENCING_SAMPLE:68655.1,BROAD:SEQUENCING_SAMPLE:68655.1,100144,missing,,,,,,
SRR578416,AMPLICON,591,2974586,PRJNA82111,SAMN01737516,6593815,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190553,16S V3-V5 region,pop,454 GS FLX Titanium,97797835,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8064,G8064,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100180,yes,SRP015953,23264,23264,missing,68684.1,68684.1,missing,BROAD:SEQUENCING_SAMPLE:68684.1,BROAD:SEQUENCING_SAMPLE:68684.1,100180,missing,,,,,,
SRR578417,AMPLICON,566,4442644,PRJNA82111,SAMN01737589,9506801,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190515,16S V3-V5 region,pop,454 GS FLX Titanium,85246755,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G3198,G3198,1,2012-10-01T00:00:00Z,7.21452E+11,danasfridayRun721452,PRJNA82111.MGH105371,yes,SRP015953,21011,21011,missing,37085.1,37085.1,Colon,BROAD:SEQUENCING_SAMPLE:37085.1,BROAD:SEQUENCING_SAMPLE:37085.1,MGH105371,missing,25/11/08,,Colon,,,
SRR578418,AMPLICON,593,3170287,PRJNA82111,SAMN01737483,6992749,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190549,16S V3-V5 region,pop,454 GS FLX Titanium,99009311,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8114,G8114,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7870,yes,SRP015953,23265,23265,missing,68734.1,68734.1,missing,BROAD:SEQUENCING_SAMPLE:68734.1,BROAD:SEQUENCING_SAMPLE:68734.1,7870,missing,,,,,,
SRR578419,AMPLICON,604,2996202,PRJNA82111,SAMN01737551,6577689,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190587,16S V3-V5 region,pop,454 GS FLX Titanium,97797919,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G7983,G7983,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100016,yes,SRP015953,23264,23264,missing,68603.1,68603.1,missing,BROAD:SEQUENCING_SAMPLE:68603.1,BROAD:SEQUENCING_SAMPLE:68603.1,100016,missing,,,,,,
SRR578420,AMPLICON,596,2711572,PRJNA82111,SAMN01737605,5961979,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190643,16S V3-V5 region,pop,454 GS FLX Titanium,99009346,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8074,G8074,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100192,yes,SRP015953,23265,23265,missing,68694.1,68694.1,missing,BROAD:SEQUENCING_SAMPLE:68694.1,BROAD:SEQUENCING_SAMPLE:68694.1,100192,missing,,,,,,
SRR578421,AMPLICON,453,854760,PRJNA82111,SAMN01737569,2096329,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190533,16S V3-V5 region,pop,454 GS FLX Titanium,99443819,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8236,G8236,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7079,yes,SRP015953,23468,23468,missing,71094.1,71094.1,missing,BROAD:SEQUENCING_SAMPLE:71094.1,BROAD:SEQUENCING_SAMPLE:71094.1,7079,missing,,,,,,
SRR578422,AMPLICON,509,2576249,PRJNA82111,SAMN01737595,6005719,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190516,16S V3-V5 region,pop,454 GS FLX Titanium,99443813,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8242,G8242,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7097,yes,SRP015953,23468,23468,missing,71100.1,71100.1,missing,BROAD:SEQUENCING_SAMPLE:71100.1,BROAD:SEQUENCING_SAMPLE:71100.1,7097,missing,,,,,,
SRR578423,AMPLICON,580,2683395,PRJNA82111,SAMN01737520,5947070,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190578,16S V3-V5 region,pop,454 GS FLX Titanium,99009397,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8088,G8088,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100211,yes,SRP015953,23265,23265,missing,68708.1,68708.1,missing,BROAD:SEQUENCING_SAMPLE:68708.1,BROAD:SEQUENCING_SAMPLE:68708.1,100211,missing,,,,,,
SRR578424,AMPLICON,594,3128273,PRJNA82111,SAMN01737495,6911784,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190657,16S V3-V5 region,pop,454 GS FLX Titanium,97797184,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8010,G8010,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100086,yes,SRP015953,23264,23264,missing,68630.1,68630.1,missing,BROAD:SEQUENCING_SAMPLE:68630.1,BROAD:SEQUENCING_SAMPLE:68630.1,100086,missing,,,,,,
SRR578425,AMPLICON,591,2750691,PRJNA82111,SAMN01737519,6077929,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190559,16S V3-V5 region,pop,454 GS FLX Titanium,99009315,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8105,G8105,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7844,yes,SRP015953,23265,23265,missing,68725.1,68725.1,missing,BROAD:SEQUENCING_SAMPLE:68725.1,BROAD:SEQUENCING_SAMPLE:68725.1,7844,missing,,,,,,
SRR578426,AMPLICON,586,2761234,PRJNA82111,SAMN01737601,6125572,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190562,16S V3-V5 region,pop,454 GS FLX Titanium,99009382,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8106,G8106,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7662,yes,SRP015953,23265,23265,missing,68726.1,68726.1,missing,BROAD:SEQUENCING_SAMPLE:68726.1,BROAD:SEQUENCING_SAMPLE:68726.1,7662,missing,,,,,,
SRR578427,AMPLICON,592,3001799,PRJNA82111,SAMN01737467,6657041,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190522,16S V3-V5 region,pop,454 GS FLX Titanium,99009306,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8109,G8109,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7855,yes,SRP015953,23265,23265,missing,68729.1,68729.1,missing,BROAD:SEQUENCING_SAMPLE:68729.1,BROAD:SEQUENCING_SAMPLE:68729.1,7855,missing,,,,,,
SRR578428,AMPLICON,584,2942702,PRJNA82111,SAMN01737474,6543912,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190623,16S V3-V5 region,pop,454 GS FLX Titanium,97797914,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G7999,G7999,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100071,yes,SRP015953,23264,23264,missing,68619.1,68619.1,missing,BROAD:SEQUENCING_SAMPLE:68619.1,BROAD:SEQUENCING_SAMPLE:68619.1,100071,missing,,,,,,
SRR578429,AMPLICON,596,1972445,PRJNA82111,SAMN01737526,4379477,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190600,16S V3-V5 region,pop,454 GS FLX Titanium,97797840,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8069,G8069,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100187,yes,SRP015953,23264,23264,missing,68689.1,68689.1,missing,BROAD:SEQUENCING_SAMPLE:68689.1,BROAD:SEQUENCING_SAMPLE:68689.1,100187,missing,,,,,,
SRR578430,AMPLICON,595,2834663,PRJNA82111,SAMN01737553,6269991,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190517,16S V3-V5 region,pop,454 GS FLX Titanium,97797847,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8055,G8055,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100170,yes,SRP015953,23264,23264,missing,68675.1,68675.1,missing,BROAD:SEQUENCING_SAMPLE:68675.1,BROAD:SEQUENCING_SAMPLE:68675.1,100170,missing,,,,,,
SRR578431,AMPLICON,589,2855463,PRJNA82111,SAMN01737559,6278477,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190633,16S V3-V5 region,pop,454 GS FLX Titanium,99009406,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8077,G8077,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100197,yes,SRP015953,23265,23265,missing,68697.1,68697.1,missing,BROAD:SEQUENCING_SAMPLE:68697.1,BROAD:SEQUENCING_SAMPLE:68697.1,100197,missing,,,,,,
SRR578432,AMPLICON,496,1779114,PRJNA82111,SAMN01737596,4214022,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190524,16S V3-V5 region,pop,454 GS FLX Titanium,99443807,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8253,G8253,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7134,yes,SRP015953,23468,23468,missing,71111.1,71111.1,missing,BROAD:SEQUENCING_SAMPLE:71111.1,BROAD:SEQUENCING_SAMPLE:71111.1,7134,missing,,,,,,
SRR578433,AMPLICON,595,2866108,PRJNA82111,SAMN01737543,6313584,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190617,16S V3-V5 region,pop,454 GS FLX Titanium,99009348,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8072,G8072,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100190,yes,SRP015953,23265,23265,missing,68692.1,68692.1,missing,BROAD:SEQUENCING_SAMPLE:68692.1,BROAD:SEQUENCING_SAMPLE:68692.1,100190,missing,,,,,,
SRR578434,AMPLICON,408,1418939,PRJNA82111,SAMN01737556,3627258,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190535,16S V3-V5 region,pop,454 GS FLX Titanium,99443830,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8228,G8228,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7049,yes,SRP015953,23468,23468,missing,71086.1,71086.1,missing,BROAD:SEQUENCING_SAMPLE:71086.1,BROAD:SEQUENCING_SAMPLE:71086.1,7049,missing,,,,,,
SRR578435,AMPLICON,577,1521883,PRJNA82111,SAMN01737530,3403399,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190570,16S V3-V5 region,pop,454 GS FLX Titanium,99009288,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8139,G8139,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7313,yes,SRP015953,23265,23265,missing,68759.1,68759.1,missing,BROAD:SEQUENCING_SAMPLE:68759.1,BROAD:SEQUENCING_SAMPLE:68759.1,7313,missing,,,,,,
SRR578436,AMPLICON,565,4605541,PRJNA82111,SAMN01737422,9838605,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190654,16S V3-V5 region,pop,454 GS FLX Titanium,85246751,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G3198,G3198,1,2012-10-01T00:00:00Z,7.21452E+11,danasfridayRun721452,PRJNA82111.MGH101635,yes,SRP015953,21011,21011,missing,37088.1,37088.1,Colon,BROAD:SEQUENCING_SAMPLE:37088.1,BROAD:SEQUENCING_SAMPLE:37088.1,MGH101635,missing,11/12/07,Human,Colon,,,
SRR578437,AMPLICON,585,3214556,PRJNA82111,SAMN01737564,7135534,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190605,16S V3-V5 region,pop,454 GS FLX Titanium,99009390,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8101,G8101,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100228,yes,SRP015953,23265,23265,missing,68721.1,68721.1,missing,BROAD:SEQUENCING_SAMPLE:68721.1,BROAD:SEQUENCING_SAMPLE:68721.1,100228,missing,,,,,,
SRR578438,AMPLICON,597,3572218,PRJNA82111,SAMN01737573,7859957,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190603,16S V3-V5 region,pop,454 GS FLX Titanium,97797852,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8050,G8050,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100165,yes,SRP015953,23264,23264,missing,68670.1,68670.1,missing,BROAD:SEQUENCING_SAMPLE:68670.1,BROAD:SEQUENCING_SAMPLE:68670.1,100165,missing,,,,,,
SRR578439,AMPLICON,559,4464278,PRJNA82111,SAMN01737466,9588429,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190663,16S V3-V5 region,pop,454 GS FLX Titanium,85246359,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G3198,G3198,1,2012-10-01T00:00:00Z,7.21452E+11,danasfridayRun721452,PRJNA82111.MGH103909,yes,SRP015953,21011,21011,missing,37083.1,37083.1,Colon,BROAD:SEQUENCING_SAMPLE:37083.1,BROAD:SEQUENCING_SAMPLE:37083.1,MGH103909,missing,1/07/08,Human,Colon,,,
SRR578440,AMPLICON,529,1236989,PRJNA82111,SAMN01737406,2857633,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190586,16S V3-V5 region,pop,454 GS FLX Titanium,99009268,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8152,G8152,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7594,yes,SRP015953,23265,23265,missing,68772.1,68772.1,missing,BROAD:SEQUENCING_SAMPLE:68772.1,BROAD:SEQUENCING_SAMPLE:68772.1,7594,missing,,,,,,
SRR578441,AMPLICON,420,1191822,PRJNA82111,SAMN01737458,3026011,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190591,16S V3-V5 region,pop,454 GS FLX Titanium,99443803,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8249,G8249,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7125,yes,SRP015953,23468,23468,missing,71107.1,71107.1,missing,BROAD:SEQUENCING_SAMPLE:71107.1,BROAD:SEQUENCING_SAMPLE:71107.1,7125,missing,,,,,,
SRR578442,AMPLICON,128,122386,PRJNA82111,SAMN01737449,576148,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190675,16S V3-V5 region,pop,454 GS FLX Titanium,99443843,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8212,G8212,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.MGH103939,yes,SRP015953,23468,23468,missing,37082.3,37082.3,Colon,BROAD:SEQUENCING_SAMPLE:37082.3,BROAD:SEQUENCING_SAMPLE:37082.3,MGH103939,missing,1/07/08,Human,,,,
SRR578443,AMPLICON,598,2961678,PRJNA82111,SAMN01737586,6542028,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190698,16S V3-V5 region,pop,454 GS FLX Titanium,97797923,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G7979,G7979,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100003,yes,SRP015953,23264,23264,missing,68599.1,68599.1,missing,BROAD:SEQUENCING_SAMPLE:68599.1,BROAD:SEQUENCING_SAMPLE:68599.1,100003,missing,,,,,,
SRR578444,AMPLICON,503,1563889,PRJNA82111,SAMN01737453,3658221,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190626,16S V3-V5 region,pop,454 GS FLX Titanium,99009422,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8163,G8163,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7859,yes,SRP015953,23265,23265,missing,68783.1,68783.1,missing,BROAD:SEQUENCING_SAMPLE:68783.1,BROAD:SEQUENCING_SAMPLE:68783.1,7859,missing,,,,,,
SRR578445,AMPLICON,379,112351,PRJNA82111,SAMN01737528,329466,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190550,16S V3-V5 region,pop,454 GS FLX Titanium,99009285,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8136,G8136,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7242A,yes,SRP015953,23265,23265,missing,68756.1,68756.1,missing,BROAD:SEQUENCING_SAMPLE:68756.1,BROAD:SEQUENCING_SAMPLE:68756.1,7242A,missing,,,,,,
SRR578446,AMPLICON,554,1568653,PRJNA82111,SAMN01737504,3545946,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190647,16S V3-V5 region,pop,454 GS FLX Titanium,99009295,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8125,G8125,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7003A,yes,SRP015953,23265,23265,missing,68745.1,68745.1,missing,BROAD:SEQUENCING_SAMPLE:68745.1,BROAD:SEQUENCING_SAMPLE:68745.1,7003A,missing,,,,,,
SRR578447,AMPLICON,406,1629255,PRJNA82111,SAMN01737604,4165166,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190704,16S V3-V5 region,pop,454 GS FLX Titanium,99443799,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8245,G8245,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7116,yes,SRP015953,23468,23468,missing,71103.1,71103.1,missing,BROAD:SEQUENCING_SAMPLE:71103.1,BROAD:SEQUENCING_SAMPLE:71103.1,7116,missing,,,,,,
SRR578448,AMPLICON,504,1757863,PRJNA82111,SAMN01737465,4124439,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190555,16S V3-V5 region,pop,454 GS FLX Titanium,99443817,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8238,G8238,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7284,yes,SRP015953,23468,23468,missing,71096.1,71096.1,missing,BROAD:SEQUENCING_SAMPLE:71096.1,BROAD:SEQUENCING_SAMPLE:71096.1,7284,missing,,,,,,
SRR578449,AMPLICON,593,3409121,PRJNA82111,SAMN01737451,7511117,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190687,16S V3-V5 region,pop,454 GS FLX Titanium,97797863,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8044,G8044,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100158,yes,SRP015953,23264,23264,missing,68664.1,68664.1,missing,BROAD:SEQUENCING_SAMPLE:68664.1,BROAD:SEQUENCING_SAMPLE:68664.1,100158,missing,,,,,,
SRR578450,AMPLICON,591,3229187,PRJNA82111,SAMN01737534,7124860,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190685,16S V3-V5 region,pop,454 GS FLX Titanium,97797888,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8021,G8021,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100101,yes,SRP015953,23264,23264,missing,68641.1,68641.1,missing,BROAD:SEQUENCING_SAMPLE:68641.1,BROAD:SEQUENCING_SAMPLE:68641.1,100101,missing,,,,,,
SRR578451,AMPLICON,540,3888266,PRJNA82111,SAMN01737448,8865813,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190530,16S V3-V5 region,pop,454 GS FLX Titanium,99443829,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8227,G8227,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7043,yes,SRP015953,23468,23468,missing,71085.1,71085.1,missing,BROAD:SEQUENCING_SAMPLE:71085.1,BROAD:SEQUENCING_SAMPLE:71085.1,7043,missing,,,,,,
SRR578452,AMPLICON,588,3095336,PRJNA82111,SAMN01737513,6867732,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190573,16S V3-V5 region,pop,454 GS FLX Titanium,97797908,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G7993,G7993,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100060,yes,SRP015953,23264,23264,missing,68613.1,68613.1,missing,BROAD:SEQUENCING_SAMPLE:68613.1,BROAD:SEQUENCING_SAMPLE:68613.1,100060,missing,,,,,,
SRR578453,AMPLICON,599,2582081,PRJNA82111,SAMN01737489,5687791,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190621,16S V3-V5 region,pop,454 GS FLX Titanium,97797834,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8063,G8063,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100178,yes,SRP015953,23264,23264,missing,68683.1,68683.1,missing,BROAD:SEQUENCING_SAMPLE:68683.1,BROAD:SEQUENCING_SAMPLE:68683.1,100178,missing,,,,,,
