Run,analysis_type (exp),analysis_type (run),Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,flowcell_barcode (run),geo_loc_name_country,geo_loc_name_country_continent,GEOGRAPHIC_LOCATION,gssr_id (exp),gssr_id (run),instrument_name (run),Instrument,isolation_source,lane (run),Library Name,library_type (exp),library_type (run),LibraryLayout,LibrarySelection,LibrarySource,lsid (exp),lsid (run),material_type (exp),Organism,Platform,project (exp),project (run),read_group_id (run),ReleaseDate,root_sample_id (exp),root_sample_id (run),run_barcode (run),run_name (run),sample_id (exp),Sample_ID (run),Sample Name,sample_name,screened (run),specific_host,SRA Study,strain,work_request (exp),work_request (run)
SRR1873283,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,1617350,PRJNA269954,SAMN03396776,1101096,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX914972,A0V63,uncalculated,uncalculated,missing,194936,194936,SL-MAB,Illumina MiSeq,missing,1,Solexa-96387,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJE5,broadinstitute.org:bsp.prod.sample:2QJE5,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19548,G19548,A0V63.1,2015-03-09T00:00:00Z,SM-2QJE5,SM-2QJE5,A0V63120618,120618_SL-MAB_0096_AMS2002574-00300,SM-2QJE5,SM-2QJE5,PRJNA269954.N00632,N00632,yes,missing,SRP056002,missing,30958,30958
SRR1873590,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,3177650,PRJNA269954,SAMN03396786,2066311,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX915268,A0V63,uncalculated,uncalculated,missing,194937,194937,SL-MAB,Illumina MiSeq,missing,1,Solexa-96415,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJE6,broadinstitute.org:bsp.prod.sample:2QJE6,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19549,G19549,A0V63.1,2015-03-10T00:00:00Z,SM-2QJE6,SM-2QJE6,A0V63120618,120618_SL-MAB_0096_AMS2002574-00300,SM-2QJE6,SM-2QJE6,PRJNA269954.N00633,N00633,yes,missing,SRP056002,missing,30958,30958
SRR1873591,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,5434800,PRJNA269954,SAMN03396788,3531394,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX915270,A0V63,uncalculated,uncalculated,missing,195016,195016,SL-MAB,Illumina MiSeq,missing,1,Solexa-96498,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJGE,broadinstitute.org:bsp.prod.sample:2QJGE,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19626,G19626,A0V63.1,2015-03-10T00:00:00Z,SM-2QJGE,SM-2QJGE,A0V63120618,120618_SL-MAB_0096_AMS2002574-00300,SM-2QJGE,SM-2QJGE,PRJNA269954.N00811,N00811,yes,missing,SRP056002,missing,30958,30958
SRR1873592,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,6703900,PRJNA269954,SAMN03396787,4385629,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX915269,A0V63,uncalculated,uncalculated,missing,194927,194927,SL-MAB,Illumina MiSeq,missing,1,Solexa-96412,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJDV,broadinstitute.org:bsp.prod.sample:2QJDV,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19539,G19539,A0V63.1,2015-03-10T00:00:00Z,SM-2QJDV,SM-2QJDV,A0V63120618,120618_SL-MAB_0096_AMS2002574-00300,SM-2QJDV,SM-2QJDV,PRJNA269954.N00623,N00623,yes,missing,SRP056002,missing,30958,30958
SRR1873593,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,4686850,PRJNA269954,SAMN03396789,2992912,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX915271,A0V63,uncalculated,uncalculated,missing,195008,195008,SL-MAB,Illumina MiSeq,missing,1,Solexa-96490,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJG6,broadinstitute.org:bsp.prod.sample:2QJG6,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19618,G19618,A0V63.1,2015-03-10T00:00:00Z,SM-2QJG6,SM-2QJG6,A0V63120618,120618_SL-MAB_0096_AMS2002574-00300,SM-2QJG6,SM-2QJG6,PRJNA269954.N00794,N00794,yes,missing,SRP056002,missing,30958,30958
SRR1873594,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,2307900,PRJNA269954,SAMN03396790,1554461,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX915272,A0V63,uncalculated,uncalculated,missing,194928,194928,SL-MAB,Illumina MiSeq,missing,1,Solexa-96391,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJDW,broadinstitute.org:bsp.prod.sample:2QJDW,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19540,G19540,A0V63.1,2015-03-10T00:00:00Z,SM-2QJDW,SM-2QJDW,A0V63120618,120618_SL-MAB_0096_AMS2002574-00300,SM-2QJDW,SM-2QJDW,PRJNA269954.N00624,N00624,yes,missing,SRP056002,missing,30958,30958
SRR1873595,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,2763600,PRJNA269954,SAMN03396792,1815303,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX915274,A0V63,uncalculated,uncalculated,missing,194972,194972,SL-MAB,Illumina MiSeq,missing,1,Solexa-96433,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJF6,broadinstitute.org:bsp.prod.sample:2QJF6,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19584,G19584,A0V63.1,2015-03-10T00:00:00Z,SM-2QJF6,SM-2QJF6,A0V63120618,120618_SL-MAB_0096_AMS2002574-00300,SM-2QJF6,SM-2QJF6,PRJNA269954.N00668,N00668,yes,missing,SRP056002,missing,30958,30958
SRR1873596,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,2811200,PRJNA269954,SAMN03396791,1802632,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX915273,A0V63,uncalculated,uncalculated,missing,194966,194966,SL-MAB,Illumina MiSeq,missing,1,Solexa-96444,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJEZ,broadinstitute.org:bsp.prod.sample:2QJEZ,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19578,G19578,A0V63.1,2015-03-10T00:00:00Z,SM-2QJEZ,SM-2QJEZ,A0V63120618,120618_SL-MAB_0096_AMS2002574-00300,SM-2QJEZ,SM-2QJEZ,PRJNA269954.N00662,N00662,yes,missing,SRP056002,missing,30958,30958
SRR1873597,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,3612000,PRJNA269954,SAMN03396794,2322914,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX915277,A0V63,uncalculated,uncalculated,missing,194913,194913,SL-MAB,Illumina MiSeq,missing,1,Solexa-96394,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJDH,broadinstitute.org:bsp.prod.sample:2QJDH,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19525,G19525,A0V63.1,2015-03-10T00:00:00Z,SM-2QJDH,SM-2QJDH,A0V63120618,120618_SL-MAB_0096_AMS2002574-00300,SM-2QJDH,SM-2QJDH,PRJNA269954.N00605,N00605,yes,missing,SRP056002,missing,30958,30958
SRR1873598,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,920850,PRJNA269954,SAMN03396793,653487,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX915276,A0V63,uncalculated,uncalculated,missing,194896,194896,SL-MAB,Illumina MiSeq,missing,1,Solexa-96403,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJCZ,broadinstitute.org:bsp.prod.sample:2QJCZ,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19508,G19508,A0V63.1,2015-03-10T00:00:00Z,SM-2QJCZ,SM-2QJCZ,A0V63120618,120618_SL-MAB_0096_AMS2002574-00300,SM-2QJCZ,SM-2QJCZ,PRJNA269954.N00586,N00586,yes,missing,SRP056002,missing,30958,30958
SRR1873599,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,3499300,PRJNA269954,SAMN03396796,2274271,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX915280,A0V63,uncalculated,uncalculated,missing,194973,194973,SL-MAB,Illumina MiSeq,missing,1,Solexa-96442,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJF7,broadinstitute.org:bsp.prod.sample:2QJF7,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19585,G19585,A0V63.1,2015-03-10T00:00:00Z,SM-2QJF7,SM-2QJF7,A0V63120618,120618_SL-MAB_0096_AMS2002574-00300,SM-2QJF7,SM-2QJF7,PRJNA269954.N00669,N00669,yes,missing,SRP056002,missing,30958,30958
SRR1873600,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,1904700,PRJNA269954,SAMN03396799,1272137,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX915279,A0V63,uncalculated,uncalculated,missing,194903,194903,SL-MAB,Illumina MiSeq,missing,1,Solexa-96388,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJD7,broadinstitute.org:bsp.prod.sample:2QJD7,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19515,G19515,A0V63.1,2015-03-10T00:00:00Z,SM-2QJD7,SM-2QJD7,A0V63120618,120618_SL-MAB_0096_AMS2002574-00300,SM-2QJD7,SM-2QJD7,PRJNA269954.N00595,N00595,yes,missing,SRP056002,missing,30958,30958
SRR1873601,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,6479900,PRJNA269954,SAMN03396795,4097141,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX915278,A0V63,uncalculated,uncalculated,missing,194968,194968,SL-MAB,Illumina MiSeq,missing,1,Solexa-96458,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJF2,broadinstitute.org:bsp.prod.sample:2QJF2,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19580,G19580,A0V63.1,2015-03-10T00:00:00Z,SM-2QJF2,SM-2QJF2,A0V63120618,120618_SL-MAB_0096_AMS2002574-00300,SM-2QJF2,SM-2QJF2,PRJNA269954.N00664,N00664,yes,missing,SRP056002,missing,30958,30958
SRR1873602,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,5499900,PRJNA269954,SAMN03396797,3542335,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX915283,A0V63,uncalculated,uncalculated,missing,194894,194894,SL-MAB,Illumina MiSeq,missing,1,Solexa-96426,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJCX,broadinstitute.org:bsp.prod.sample:2QJCX,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19506,G19506,A0V63.1,2015-03-10T00:00:00Z,SM-2QJCX,SM-2QJCX,A0V63120618,120618_SL-MAB_0096_AMS2002574-00300,SM-2QJCX,SM-2QJCX,PRJNA269954.N00581,N00581,yes,missing,SRP056002,missing,30958,30958
SRR1873604,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,5871250,PRJNA269954,SAMN03396798,3759031,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX915282,A0V63,uncalculated,uncalculated,missing,194970,194970,SL-MAB,Illumina MiSeq,missing,1,Solexa-96407,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJF4,broadinstitute.org:bsp.prod.sample:2QJF4,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19582,G19582,A0V63.1,2015-03-10T00:00:00Z,SM-2QJF4,SM-2QJF4,A0V63120618,120618_SL-MAB_0096_AMS2002574-00300,SM-2QJF4,SM-2QJF4,PRJNA269954.N00666,N00666,yes,missing,SRP056002,missing,30958,30958
SRR1873605,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,2625700,PRJNA269954,SAMN03396800,1693072,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX915281,A0V63,uncalculated,uncalculated,missing,194965,194965,SL-MAB,Illumina MiSeq,missing,1,Solexa-96419,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJEY,broadinstitute.org:bsp.prod.sample:2QJEY,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19577,G19577,A0V63.1,2015-03-10T00:00:00Z,SM-2QJEY,SM-2QJEY,A0V63120618,120618_SL-MAB_0096_AMS2002574-00300,SM-2QJEY,SM-2QJEY,PRJNA269954.N00661,N00661,yes,missing,SRP056002,missing,30958,30958
SRR1873607,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,7071750,PRJNA269954,SAMN03396807,4625405,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX915285,A0V63,uncalculated,uncalculated,missing,195039,195039,SL-MAB,Illumina MiSeq,missing,1,Solexa-96520,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJH2,broadinstitute.org:bsp.prod.sample:2QJH2,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19649,G19649,A0V63.1,2015-03-10T00:00:00Z,SM-2QJH2,SM-2QJH2,A0V63120618,120618_SL-MAB_0096_AMS2002574-00300,SM-2QJH2,SM-2QJH2,PRJNA269954.N00887,N00887,yes,missing,SRP056002,missing,30958,30958
SRR1873608,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,2389800,PRJNA269954,SAMN03396806,1555110,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX915286,A0V63,uncalculated,uncalculated,missing,194923,194923,SL-MAB,Illumina MiSeq,missing,1,Solexa-96418,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJDR,broadinstitute.org:bsp.prod.sample:2QJDR,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19535,G19535,A0V63.1,2015-03-10T00:00:00Z,SM-2QJDR,SM-2QJDR,A0V63120618,120618_SL-MAB_0096_AMS2002574-00300,SM-2QJDR,SM-2QJDR,PRJNA269954.N00616,N00616,yes,missing,SRP056002,missing,30958,30958
SRR1873609,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,2763950,PRJNA269954,SAMN03396808,1835529,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX915288,A0V63,uncalculated,uncalculated,missing,194925,194925,SL-MAB,Illumina MiSeq,missing,1,Solexa-96439,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJDT,broadinstitute.org:bsp.prod.sample:2QJDT,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19537,G19537,A0V63.1,2015-03-10T00:00:00Z,SM-2QJDT,SM-2QJDT,A0V63120618,120618_SL-MAB_0096_AMS2002574-00300,SM-2QJDT,SM-2QJDT,PRJNA269954.N00621,N00621,yes,missing,SRP056002,missing,30958,30958
SRR1873610,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,2893450,PRJNA269954,SAMN03396809,1906034,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX915287,A0V63,uncalculated,uncalculated,missing,194950,194950,SL-MAB,Illumina MiSeq,missing,1,Solexa-96402,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJEJ,broadinstitute.org:bsp.prod.sample:2QJEJ,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19562,G19562,A0V63.1,2015-03-10T00:00:00Z,SM-2QJEJ,SM-2QJEJ,A0V63120618,120618_SL-MAB_0096_AMS2002574-00300,SM-2QJEJ,SM-2QJEJ,PRJNA269954.N00646,N00646,yes,missing,SRP056002,missing,30958,30958
SRR1873611,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,3339700,PRJNA269954,SAMN03396810,2178530,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX915290,A0V63,uncalculated,uncalculated,missing,194958,194958,SL-MAB,Illumina MiSeq,missing,1,Solexa-96393,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJER,broadinstitute.org:bsp.prod.sample:2QJER,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19570,G19570,A0V63.1,2015-03-10T00:00:00Z,SM-2QJER,SM-2QJER,A0V63120618,120618_SL-MAB_0096_AMS2002574-00300,SM-2QJER,SM-2QJER,PRJNA269954.N00654,N00654,yes,missing,SRP056002,missing,30958,30958
SRR1873612,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,2930200,PRJNA269954,SAMN03396811,1913344,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX915289,A0V63,uncalculated,uncalculated,missing,194902,194902,SL-MAB,Illumina MiSeq,missing,1,Solexa-96454,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJD6,broadinstitute.org:bsp.prod.sample:2QJD6,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19514,G19514,A0V63.1,2015-03-10T00:00:00Z,SM-2QJD6,SM-2QJD6,A0V63120618,120618_SL-MAB_0096_AMS2002574-00300,SM-2QJD6,SM-2QJD6,PRJNA269954.N00594,N00594,yes,missing,SRP056002,missing,30958,30958
SRR1873613,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,3500000,PRJNA269954,SAMN03396813,2291336,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX915291,A0V63,uncalculated,uncalculated,missing,195026,195026,SL-MAB,Illumina MiSeq,missing,1,Solexa-96508,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJGO,broadinstitute.org:bsp.prod.sample:2QJGO,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19636,G19636,A0V63.1,2015-03-10T00:00:00Z,SM-2QJGO,SM-2QJGO,A0V63120618,120618_SL-MAB_0096_AMS2002574-00300,SM-2QJGO,SM-2QJGO,PRJNA269954.N00829,N00829,yes,missing,SRP056002,missing,30958,30958
SRR1873614,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,3845450,PRJNA269954,SAMN03396812,2479606,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX915293,A0V63,uncalculated,uncalculated,missing,194979,194979,SL-MAB,Illumina MiSeq,missing,1,Solexa-96521,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJFB,broadinstitute.org:bsp.prod.sample:2QJFB,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19589,G19589,A0V63.1,2015-03-10T00:00:00Z,SM-2QJFB,SM-2QJFB,A0V63120618,120618_SL-MAB_0096_AMS2002574-00300,SM-2QJFB,SM-2QJFB,PRJNA269954.N00673,N00673,yes,missing,SRP056002,missing,30958,30958
SRR1873615,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,2994600,PRJNA269954,SAMN03396814,1985704,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX915294,A0V63,uncalculated,uncalculated,missing,195002,195002,SL-MAB,Illumina MiSeq,missing,1,Solexa-96484,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJFZ,broadinstitute.org:bsp.prod.sample:2QJFZ,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19612,G19612,A0V63.1,2015-03-10T00:00:00Z,SM-2QJFZ,SM-2QJFZ,A0V63120618,120618_SL-MAB_0096_AMS2002574-00300,SM-2QJFZ,SM-2QJFZ,PRJNA269954.N00784,N00784,yes,missing,SRP056002,missing,30958,30958
SRR1873617,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,582400,PRJNA269954,SAMN03396815,455345,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX915295,A0V63,uncalculated,uncalculated,missing,194984,194984,SL-MAB,Illumina MiSeq,missing,1,Solexa-96465,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJFG,broadinstitute.org:bsp.prod.sample:2QJFG,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19594,G19594,A0V63.1,2015-03-10T00:00:00Z,SM-2QJFG,SM-2QJFG,A0V63120618,120618_SL-MAB_0096_AMS2002574-00300,SM-2QJFG,SM-2QJFG,PRJNA269954.N00709,N00709,yes,missing,SRP056002,missing,30958,30958
SRR1873618,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,4463200,PRJNA269954,SAMN03396816,2908393,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX915296,A0V63,uncalculated,uncalculated,missing,195012,195012,SL-MAB,Illumina MiSeq,missing,1,Solexa-96494,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJGA,broadinstitute.org:bsp.prod.sample:2QJGA,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19622,G19622,A0V63.1,2015-03-10T00:00:00Z,SM-2QJGA,SM-2QJGA,A0V63120618,120618_SL-MAB_0096_AMS2002574-00300,SM-2QJGA,SM-2QJGA,PRJNA269954.N00803,N00803,yes,missing,SRP056002,missing,30958,30958
SRR1873619,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,1370250,PRJNA269954,SAMN03396819,940253,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX915299,A0V63,uncalculated,uncalculated,missing,194986,194986,SL-MAB,Illumina MiSeq,missing,1,Solexa-96467,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJFI,broadinstitute.org:bsp.prod.sample:2QJFI,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19596,G19596,A0V63.1,2015-03-10T00:00:00Z,SM-2QJFI,SM-2QJFI,A0V63120618,120618_SL-MAB_0096_AMS2002574-00300,SM-2QJFI,SM-2QJFI,PRJNA269954.N00711,N00711,yes,missing,SRP056002,missing,30958,30958
SRR1873620,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,7192500,PRJNA269954,SAMN03396820,4627236,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX915301,A0V63,uncalculated,uncalculated,missing,195022,195022,SL-MAB,Illumina MiSeq,missing,1,Solexa-96504,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJGK,broadinstitute.org:bsp.prod.sample:2QJGK,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19632,G19632,A0V63.1,2015-03-10T00:00:00Z,SM-2QJGK,SM-2QJGK,A0V63120618,120618_SL-MAB_0096_AMS2002574-00300,SM-2QJGK,SM-2QJGK,PRJNA269954.N00822,N00822,yes,missing,SRP056002,missing,30958,30958
SRR1873621,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,4249000,PRJNA269954,SAMN03396821,2746821,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX915300,A0V63,uncalculated,uncalculated,missing,195011,195011,SL-MAB,Illumina MiSeq,missing,1,Solexa-96493,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJG9,broadinstitute.org:bsp.prod.sample:2QJG9,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19621,G19621,A0V63.1,2015-03-10T00:00:00Z,SM-2QJG9,SM-2QJG9,A0V63120618,120618_SL-MAB_0096_AMS2002574-00300,SM-2QJG9,SM-2QJG9,PRJNA269954.N00801,N00801,yes,missing,SRP056002,missing,30958,30958
SRR1873622,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,2657550,PRJNA269954,SAMN03396823,1749968,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX915304,A0V63,uncalculated,uncalculated,missing,195024,195024,SL-MAB,Illumina MiSeq,missing,1,Solexa-96506,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJGM,broadinstitute.org:bsp.prod.sample:2QJGM,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19634,G19634,A0V63.1,2015-03-10T00:00:00Z,SM-2QJGM,SM-2QJGM,A0V63120618,120618_SL-MAB_0096_AMS2002574-00300,SM-2QJGM,SM-2QJGM,PRJNA269954.N00827,N00827,yes,missing,SRP056002,missing,30958,30958
SRR1873623,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,4847850,PRJNA269954,SAMN03396822,3108787,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX915302,A0V63,uncalculated,uncalculated,missing,194960,194960,SL-MAB,Illumina MiSeq,missing,1,Solexa-96406,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJET,broadinstitute.org:bsp.prod.sample:2QJET,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19572,G19572,A0V63.1,2015-03-10T00:00:00Z,SM-2QJET,SM-2QJET,A0V63120618,120618_SL-MAB_0096_AMS2002574-00300,SM-2QJET,SM-2QJET,PRJNA269954.N00656,N00656,yes,missing,SRP056002,missing,30958,30958
