Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,host_subject_ID,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study
SRR8057379,AMPLICON,350,8100050,PRJNA436359,SAMN10242325,Metagenome or environmental,3993798,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886888,USA,North America,USA,Homo sapiens,G93219_SubjectID_4196,Illumina MiSeq,G93219,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93219,SRP165757
SRR8057380,AMPLICON,350,47838000,PRJNA436359,SAMN10242666,Metagenome or environmental,31047963,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886887,USA,North America,USA,Homo sapiens,G94755_SubjectID_5366,Illumina MiSeq,G94755,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94755,SRP165757
SRR8057381,AMPLICON,350,4131400,PRJNA436359,SAMN10242655,Metagenome or environmental,1981403,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886886,USA,North America,USA,Homo sapiens,G74996_SubjectID_9761,Illumina MiSeq,G74996,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G74996,SRP165757
SRR8057382,AMPLICON,350,58843400,PRJNA436359,SAMN10242710,Metagenome or environmental,39430003,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886885,USA,North America,USA,Homo sapiens,G96053_SubjectID_10579,Illumina MiSeq,G96053,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G96053,SRP165757
SRR8057383,AMPLICON,350,21788550,PRJNA436359,SAMN10241890,Metagenome or environmental,12033008,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886884,USA,North America,USA,Homo sapiens,G75094_SubjectID_3185,Illumina MiSeq,G75094,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75094,SRP165757
SRR8057384,AMPLICON,350,23245600,PRJNA436359,SAMN10242709,Metagenome or environmental,16432053,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886883,USA,North America,USA,Homo sapiens,G104307_SubjectID_15368,Illumina MiSeq,G104307,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G104307,SRP165757
SRR8057385,AMPLICON,350,18991000,PRJNA436359,SAMN10242328,Metagenome or environmental,9357216,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886882,USA,North America,USA,Homo sapiens,G93216_SubjectID_9872,Illumina MiSeq,G93216,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93216,SRP165757
SRR8057386,AMPLICON,350,17253950,PRJNA436359,SAMN10242716,Metagenome or environmental,11470089,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886881,USA,North America,USA,Homo sapiens,G96054_SubjectID_3782,Illumina MiSeq,G96054,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G96054,SRP165757
SRR8057387,AMPLICON,350,16313500,PRJNA436359,SAMN10242420,Metagenome or environmental,8012328,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886880,USA,North America,USA,Homo sapiens,G93201_SubjectID_12617,Illumina MiSeq,G93201,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93201,SRP165757
SRR8057388,AMPLICON,350,87630200,PRJNA436359,SAMN10242715,Metagenome or environmental,59243968,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886879,USA,North America,USA,Homo sapiens,G96055_SubjectID_11105,Illumina MiSeq,G96055,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G96055,SRP165757
SRR8057389,AMPLICON,350,45290350,PRJNA436359,SAMN10242009,Metagenome or environmental,29907179,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887052,USA,North America,USA,Homo sapiens,G94773_SubjectID_8181,Illumina MiSeq,G94773,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94773,SRP165757
SRR8057390,AMPLICON,350,14811300,PRJNA436359,SAMN10242010,Metagenome or environmental,8176214,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887051,USA,North America,USA,Homo sapiens,G75065_SubjectID_14232,Illumina MiSeq,G75065,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75065,SRP165757
SRR8057391,AMPLICON,350,17619700,PRJNA436359,SAMN10242011,Metagenome or environmental,10157074,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887050,USA,North America,USA,Homo sapiens,G75064_SubjectID_9602,Illumina MiSeq,G75064,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75064,SRP165757
SRR8057392,AMPLICON,350,3592400,PRJNA436359,SAMN10242012,Metagenome or environmental,2007524,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887049,USA,North America,USA,Homo sapiens,G90259_SubjectID_13001,Illumina MiSeq,G90259,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G90259,SRP165757
SRR8057393,AMPLICON,350,55489000,PRJNA436359,SAMN10242013,Metagenome or environmental,36579717,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887048,USA,North America,USA,Homo sapiens,G94776_SubjectID_12815,Illumina MiSeq,G94776,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94776,SRP165757
SRR8057394,AMPLICON,350,53960900,PRJNA436359,SAMN10242014,Metagenome or environmental,31699747,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887047,USA,North America,USA,Homo sapiens,G90251_SubjectID_12997,Illumina MiSeq,G90251,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G90251,SRP165757
SRR8057395,AMPLICON,350,11908750,PRJNA436359,SAMN10242015,Metagenome or environmental,6573005,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887046,USA,North America,USA,Homo sapiens,G75066_SubjectID_11442,Illumina MiSeq,G75066,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75066,SRP165757
SRR8057396,AMPLICON,350,24210550,PRJNA436359,SAMN10242016,Metagenome or environmental,13300033,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887045,USA,North America,USA,Homo sapiens,G75068_SubjectID_11983,Illumina MiSeq,G75068,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75068,SRP165757
SRR8057397,AMPLICON,350,2928100,PRJNA436359,SAMN10242457,Metagenome or environmental,1411938,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887044,USA,North America,USA,Homo sapiens,G75022_SubjectID_6259,Illumina MiSeq,G75022,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75022,SRP165757
SRR8057398,AMPLICON,350,69869100,PRJNA436359,SAMN10242714,Metagenome or environmental,47332322,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887043,USA,North America,USA,Homo sapiens,G96056_SubjectID_3185,Illumina MiSeq,G96056,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G96056,SRP165757
SRR8057399,AMPLICON,350,13715100,PRJNA436359,SAMN10242458,Metagenome or environmental,7363473,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887042,USA,North America,USA,Homo sapiens,G75057_SubjectID_3249,Illumina MiSeq,G75057,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75057,SRP165757
SRR8057400,AMPLICON,350,36486450,PRJNA436359,SAMN10242748,Metagenome or environmental,23867697,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887041,USA,North America,USA,Homo sapiens,G94698_SubjectID_11336,Illumina MiSeq,G94698,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94698,SRP165757
SRR8057401,AMPLICON,350,1784650,PRJNA436359,SAMN10241918,Metagenome or environmental,1196091,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887040,USA,North America,USA,Homo sapiens,G91867_SubjectID_8534,Illumina MiSeq,G91867,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G91867,SRP165757
SRR8057402,AMPLICON,350,10634750,PRJNA436359,SAMN10241917,Metagenome or environmental,6798260,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887039,USA,North America,USA,Homo sapiens,G91868_SubjectID_8045,Illumina MiSeq,G91868,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G91868,SRP165757
SRR8057403,AMPLICON,350,10876950,PRJNA436359,SAMN10242481,Metagenome or environmental,5311568,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887038,USA,North America,USA,Homo sapiens,G93238_SubjectID_7899,Illumina MiSeq,G93238,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93238,SRP165757
SRR8057404,AMPLICON,350,7830200,PRJNA436359,SAMN10242599,Metagenome or environmental,4274533,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887037,USA,North America,USA,Homo sapiens,G75071_SubjectID_4256,Illumina MiSeq,G75071,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75071,SRP165757
SRR8057405,AMPLICON,350,19377750,PRJNA436359,SAMN10241912,Metagenome or environmental,12834019,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887036,USA,North America,USA,Homo sapiens,G94621_SubjectID_2826,Illumina MiSeq,G94621,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94621,SRP165757
SRR8057406,AMPLICON,350,2887500,PRJNA436359,SAMN10241911,Metagenome or environmental,1455207,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887035,USA,North America,USA,Homo sapiens,G74958_SubjectID_7426,Illumina MiSeq,G74958,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G74958,SRP165757
SRR8057407,AMPLICON,350,12256300,PRJNA436359,SAMN10241910,Metagenome or environmental,8054030,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887034,USA,North America,USA,Homo sapiens,G94623_SubjectID_14401,Illumina MiSeq,G94623,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94623,SRP165757
SRR8057408,AMPLICON,350,20199200,PRJNA436359,SAMN10241909,Metagenome or environmental,13233650,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887033,USA,North America,USA,Homo sapiens,G94638_SubjectID_14597,Illumina MiSeq,G94638,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94638,SRP165757
SRR8057409,AMPLICON,350,17253250,PRJNA436359,SAMN10241916,Metagenome or environmental,9480205,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887032,USA,North America,USA,Homo sapiens,G75046_SubjectID_14523,Illumina MiSeq,G75046,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75046,SRP165757
SRR8057410,AMPLICON,350,14402150,PRJNA436359,SAMN10241915,Metagenome or environmental,7636646,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887031,USA,North America,USA,Homo sapiens,G75138_SubjectID_1087,Illumina MiSeq,G75138,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75138,SRP165757
SRR8057411,AMPLICON,350,56270550,PRJNA436359,SAMN10241914,Metagenome or environmental,36446277,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887030,USA,North America,USA,Homo sapiens,G94628_SubjectID_11806,Illumina MiSeq,G94628,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94628,SRP165757
SRR8057412,AMPLICON,350,1933750,PRJNA436359,SAMN10241913,Metagenome or environmental,1438460,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887029,USA,North America,USA,Homo sapiens,G104232_SubjectID_6160,Illumina MiSeq,G104232,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G104232,SRP165757
SRR8057413,AMPLICON,350,12582500,PRJNA436359,SAMN10242479,Metagenome or environmental,6227474,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887028,USA,North America,USA,Homo sapiens,G93232_SubjectID_3990,Illumina MiSeq,G93232,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93232,SRP165757
SRR8057414,AMPLICON,350,17713500,PRJNA436359,SAMN10242480,Metagenome or environmental,8757461,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887027,USA,North America,USA,Homo sapiens,G93233_SubjectID_13045,Illumina MiSeq,G93233,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93233,SRP165757
SRR8057415,AMPLICON,350,10596600,PRJNA436359,SAMN10242485,Metagenome or environmental,7299302,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887026,USA,North America,USA,Homo sapiens,G92941_SubjectID_2730,Illumina MiSeq,G92941,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G92941,SRP165757
SRR8057416,AMPLICON,350,12039650,PRJNA436359,SAMN10242486,Metagenome or environmental,8330550,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887025,USA,North America,USA,Homo sapiens,G92940_SubjectID_1224,Illumina MiSeq,G92940,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G92940,SRP165757
SRR8057417,AMPLICON,350,41118700,PRJNA436359,SAMN10242606,Metagenome or environmental,29024001,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887024,USA,North America,USA,Homo sapiens,G104299_SubjectID_5356,Illumina MiSeq,G104299,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G104299,SRP165757
SRR8057418,AMPLICON,350,33833100,PRJNA436359,SAMN10242318,Metagenome or environmental,19418766,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887023,USA,North America,USA,Homo sapiens,G108874_SubjectID_7505,Illumina MiSeq,G108874,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G108874,SRP165757
SRR8057419,AMPLICON,350,4847500,PRJNA436359,SAMN10242317,Metagenome or environmental,3278003,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887022,USA,North America,USA,Homo sapiens,G94649_SubjectID_13099,Illumina MiSeq,G94649,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94649,SRP165757
SRR8057420,AMPLICON,350,1986950,PRJNA436359,SAMN10242316,Metagenome or environmental,1094975,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887021,USA,North America,USA,Homo sapiens,G74936_SubjectID_458,Illumina MiSeq,G74936,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G74936,SRP165757
SRR8057421,AMPLICON,350,30818200,PRJNA436359,SAMN10242315,Metagenome or environmental,20425842,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887020,USA,North America,USA,Homo sapiens,G94643_SubjectID_15058,Illumina MiSeq,G94643,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94643,SRP165757
SRR8057422,AMPLICON,350,122460800,PRJNA436359,SAMN10242314,Metagenome or environmental,72266175,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887019,USA,North America,USA,Homo sapiens,G90170_SubjectID_5463,Illumina MiSeq,G90170,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G90170,SRP165757
SRR8057423,AMPLICON,350,150391150,PRJNA436359,SAMN10242313,Metagenome or environmental,88933679,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887018,USA,North America,USA,Homo sapiens,G90173_SubjectID_1158,Illumina MiSeq,G90173,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G90173,SRP165757
SRR8057424,AMPLICON,350,43014650,PRJNA436359,SAMN10242312,Metagenome or environmental,28349867,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887017,USA,North America,USA,Homo sapiens,G94640_SubjectID_14597,Illumina MiSeq,G94640,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94640,SRP165757
SRR8057425,AMPLICON,350,42811650,PRJNA436359,SAMN10242311,Metagenome or environmental,25096884,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887016,USA,North America,USA,Homo sapiens,G90175_SubjectID_14381,Illumina MiSeq,G90175,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G90175,SRP165757
SRR8057426,AMPLICON,350,43795500,PRJNA436359,SAMN10242310,Metagenome or environmental,29024802,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887015,USA,North America,USA,Homo sapiens,G94646_SubjectID_1616,Illumina MiSeq,G94646,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94646,SRP165757
SRR8057427,AMPLICON,350,31576300,PRJNA436359,SAMN10242309,Metagenome or environmental,20961044,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887014,USA,North America,USA,Homo sapiens,G94645_SubjectID_6160,Illumina MiSeq,G94645,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94645,SRP165757
SRR8057428,AMPLICON,350,4951450,PRJNA436359,SAMN10242453,Metagenome or environmental,2369038,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887013,USA,North America,USA,Homo sapiens,G75026_SubjectID_11325,Illumina MiSeq,G75026,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75026,SRP165757
SRR8057429,AMPLICON,350,2585100,PRJNA436359,SAMN10242454,Metagenome or environmental,1267746,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887012,USA,North America,USA,Homo sapiens,G75021_SubjectID_5491,Illumina MiSeq,G75021,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75021,SRP165757
SRR8057430,AMPLICON,350,105832650,PRJNA436359,SAMN10242605,Metagenome or environmental,71679997,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887011,USA,North America,USA,Homo sapiens,G96043_SubjectID_9131,Illumina MiSeq,G96043,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G96043,SRP165757
SRR8057431,AMPLICON,350,3457300,PRJNA436359,SAMN10242147,Metagenome or environmental,1980483,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887010,USA,North America,USA,Homo sapiens,G108850_SubjectID_4707,Illumina MiSeq,G108850,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G108850,SRP165757
SRR8057432,AMPLICON,350,43149400,PRJNA436359,SAMN10242148,Metagenome or environmental,24180816,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887009,USA,North America,USA,Homo sapiens,G108852_SubjectID_5796,Illumina MiSeq,G108852,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G108852,SRP165757
SRR8057433,AMPLICON,350,3515400,PRJNA436359,SAMN10242604,Metagenome or environmental,2455517,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887008,USA,North America,USA,Homo sapiens,G96042_SubjectID_11396,Illumina MiSeq,G96042,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G96042,SRP165757
SRR8057434,AMPLICON,350,11777500,PRJNA436359,SAMN10242759,Metagenome or environmental,6556136,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887007,USA,North America,USA,Homo sapiens,G75107_SubjectID_1935,Illumina MiSeq,G75107,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75107,SRP165757
SRR8057435,AMPLICON,350,19298300,PRJNA436359,SAMN10242760,Metagenome or environmental,10669441,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887006,USA,North America,USA,Homo sapiens,G75104_SubjectID_8108,Illumina MiSeq,G75104,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75104,SRP165757
